id,scan_id,dimension,score,grade,record_types_evaluated,record_types_list
43025,8964,ttl_relevance,40,degraded,5,"{A,NS,SOA,TXT,MX}"
43031,8966,currentness,100,excellent,0,{}
43032,8966,ttl_compliance,50,adequate,0,{}
43033,8966,completeness,33.333332,degraded,0,{}
43034,8966,source_credibility,100,excellent,0,{}
43035,8966,ttl_relevance,10,stale,5,"{A,TXT,SOA,MX,NS}"
43194,8998,source_credibility,95,excellent,0,{}
43195,8998,ttl_relevance,42.857143,degraded,5,"{NS,SOA,A,TXT,AAAA}"
43341,9028,currentness,100,excellent,0,{}
43342,9028,ttl_compliance,100,excellent,0,{}
43343,9028,completeness,33.333332,degraded,0,{}
43344,9028,source_credibility,100,excellent,0,{}
43345,9028,ttl_relevance,40,degraded,5,"{MX,TXT,NS,SOA,A}"
43426,9045,currentness,100,excellent,0,{}
43427,9045,ttl_compliance,80,good,0,{}
43428,9045,completeness,40,degraded,0,{}
43429,9045,source_credibility,90,excellent,0,{}
43430,9045,ttl_relevance,25,degraded,5,"{MX,A,TXT,AAAA,NS}"
37806,7921,currentness,100,excellent,0,{}
37807,7921,ttl_compliance,100,excellent,0,{}
37808,7921,completeness,40,degraded,0,{}
37809,7921,source_credibility,100,excellent,0,{}
37810,7921,ttl_relevance,0,stale,6,"{NS,TXT,MX,AAAA,SOA,A}"
37816,7923,currentness,100,excellent,0,{}
37817,7923,ttl_compliance,100,excellent,0,{}
37818,7923,completeness,40,degraded,0,{}
37819,7923,source_credibility,100,excellent,0,{}
37820,7923,ttl_relevance,0,stale,6,"{A,AAAA,TXT,NS,SOA,MX}"
37836,7927,currentness,100,excellent,0,{}
37837,7927,ttl_compliance,100,excellent,0,{}
37838,7927,completeness,40,degraded,0,{}
37839,7927,source_credibility,100,excellent,0,{}
37840,7927,ttl_relevance,0,stale,6,"{AAAA,A,MX,TXT,SOA,NS}"
39266,8213,currentness,100,excellent,0,{}
39267,8213,ttl_compliance,100,excellent,0,{}
39268,8213,completeness,46.666668,degraded,0,{}
39269,8213,source_credibility,90,excellent,0,{}
39270,8213,ttl_relevance,7.142857,stale,7,"{NS,CAA,TXT,SOA,A,AAAA,MX}"
39276,8215,currentness,100,excellent,0,{}
39277,8215,ttl_compliance,100,excellent,0,{}
39278,8215,completeness,20,stale,0,{}
39279,8215,source_credibility,100,excellent,0,{}
39280,8215,ttl_relevance,50,adequate,2,"{NS,SOA}"
39281,8216,currentness,100,excellent,0,{}
39282,8216,ttl_compliance,100,excellent,0,{}
39283,8216,completeness,46.666668,degraded,0,{}
39284,8216,source_credibility,95,excellent,0,{}
39285,8216,ttl_relevance,21.428572,stale,6,"{A,CAA,MX,AAAA,NS,TXT}"
39286,8217,currentness,100,excellent,0,{}
39287,8217,ttl_compliance,100,excellent,0,{}
39288,8217,completeness,46.666668,degraded,0,{}
39289,8217,source_credibility,95,excellent,0,{}
39290,8217,ttl_relevance,28.571428,degraded,5,"{NS,AAAA,A,MX,CAA}"
39296,8219,currentness,100,excellent,0,{}
39297,8219,ttl_compliance,100,excellent,0,{}
39298,8219,completeness,40,degraded,0,{}
39299,8219,source_credibility,100,excellent,0,{}
39300,8219,ttl_relevance,25,degraded,5,"{AAAA,MX,TXT,NS,A}"
39316,8223,currentness,100,excellent,0,{}
39317,8223,ttl_compliance,100,excellent,0,{}
39318,8223,completeness,33.333332,degraded,0,{}
39319,8223,source_credibility,100,excellent,0,{}
39320,8223,ttl_relevance,80,good,1,{NS}
39928,8346,currentness,100,excellent,0,{}
39930,8346,ttl_compliance,100,excellent,0,{}
39932,8346,completeness,6.6666665,stale,0,{}
39933,8346,source_credibility,100,excellent,0,{}
39935,8346,ttl_relevance,50,adequate,1,{A}
40706,8501,currentness,100,excellent,0,{}
40707,8501,ttl_compliance,100,excellent,0,{}
40709,8501,completeness,33.333332,degraded,0,{}
40711,8501,source_credibility,93.75,excellent,0,{}
40713,8501,ttl_relevance,60,adequate,2,"{NS,MX}"
41301,8620,currentness,100,excellent,0,{}
41302,8620,ttl_compliance,100,excellent,0,{}
41303,8620,completeness,33.333332,degraded,0,{}
41304,8620,source_credibility,100,excellent,0,{}
41305,8620,ttl_relevance,60,adequate,2,"{A,AAAA}"
41316,8623,currentness,100,excellent,0,{}
41317,8623,ttl_compliance,100,excellent,0,{}
41318,8623,completeness,46.666668,degraded,0,{}
41319,8623,source_credibility,95,excellent,0,{}
41320,8623,ttl_relevance,28.571428,degraded,6,"{A,TXT,AAAA,SOA,NS,MX}"
41321,8624,currentness,100,excellent,0,{}
41322,8624,ttl_compliance,100,excellent,0,{}
41323,8624,completeness,46.666668,degraded,0,{}
41324,8624,source_credibility,95,excellent,0,{}
41325,8624,ttl_relevance,64.28571,adequate,3,"{A,NS,AAAA}"
41341,8628,currentness,100,excellent,0,{}
41342,8628,ttl_compliance,50,adequate,0,{}
41343,8628,completeness,20,stale,0,{}
41344,8628,source_credibility,100,excellent,0,{}
41345,8628,ttl_relevance,33.333332,degraded,3,"{A,NS,SOA}"
41866,8733,currentness,100,excellent,0,{}
41867,8733,ttl_compliance,100,excellent,0,{}
41868,8733,completeness,46.666668,degraded,0,{}
41869,8733,source_credibility,95,excellent,0,{}
41870,8733,ttl_relevance,21.428572,stale,6,"{MX,NS,CAA,SOA,AAAA,A}"
41876,8735,currentness,100,excellent,0,{}
41877,8735,ttl_compliance,100,excellent,0,{}
41878,8735,completeness,46.666668,degraded,0,{}
37811,7922,currentness,100,excellent,0,{}
37812,7922,ttl_compliance,100,excellent,0,{}
37813,7922,completeness,40,degraded,0,{}
37814,7922,source_credibility,100,excellent,0,{}
37815,7922,ttl_relevance,0,stale,6,"{MX,AAAA,SOA,A,TXT,NS}"
37846,7929,currentness,100,excellent,0,{}
37847,7929,ttl_compliance,100,excellent,0,{}
37848,7929,completeness,40,degraded,0,{}
37849,7929,source_credibility,95,excellent,0,{}
37850,7929,ttl_relevance,0,stale,6,"{MX,SOA,AAAA,NS,TXT,A}"
37886,7937,currentness,100,excellent,0,{}
37887,7937,ttl_compliance,100,excellent,0,{}
37888,7937,completeness,40,degraded,0,{}
37889,7937,source_credibility,100,excellent,0,{}
37890,7937,ttl_relevance,0,stale,6,"{A,SOA,MX,AAAA,NS,TXT}"
37901,7940,currentness,100,excellent,0,{}
37902,7940,ttl_compliance,100,excellent,0,{}
37903,7940,completeness,40,degraded,0,{}
37904,7940,source_credibility,100,excellent,0,{}
37905,7940,ttl_relevance,0,stale,6,"{AAAA,A,MX,TXT,NS,SOA}"
37906,7941,currentness,100,excellent,0,{}
37907,7941,ttl_compliance,100,excellent,0,{}
37908,7941,completeness,40,degraded,0,{}
37909,7941,source_credibility,100,excellent,0,{}
37910,7941,ttl_relevance,0,stale,6,"{MX,A,AAAA,TXT,NS,SOA}"
37916,7943,currentness,100,excellent,0,{}
37917,7943,ttl_compliance,100,excellent,0,{}
37918,7943,completeness,40,degraded,0,{}
37919,7943,source_credibility,100,excellent,0,{}
37920,7943,ttl_relevance,0,stale,6,"{SOA,TXT,AAAA,A,MX,NS}"
39291,8218,currentness,100,excellent,0,{}
39292,8218,ttl_compliance,100,excellent,0,{}
39293,8218,completeness,46.666668,degraded,0,{}
39294,8218,source_credibility,95,excellent,0,{}
39295,8218,ttl_relevance,35.714287,degraded,5,"{AAAA,A,NS,MX,TXT}"
39936,8347,currentness,100,excellent,0,{}
39937,8347,ttl_compliance,100,excellent,0,{}
39938,8347,completeness,33.333332,degraded,0,{}
39939,8347,source_credibility,100,excellent,0,{}
39940,8347,ttl_relevance,30,degraded,4,"{A,NS,TXT,MX}"
39941,8348,currentness,100,excellent,0,{}
39942,8348,ttl_compliance,100,excellent,0,{}
39943,8348,completeness,33.333332,degraded,0,{}
39944,8348,source_credibility,100,excellent,0,{}
39945,8348,ttl_relevance,30,degraded,4,"{TXT,MX,NS,A}"
40708,8502,currentness,100,excellent,0,{}
40710,8502,ttl_compliance,100,excellent,0,{}
40712,8502,completeness,46.666668,degraded,0,{}
40714,8502,source_credibility,95,excellent,0,{}
40715,8502,ttl_relevance,21.428572,stale,6,"{A,AAAA,MX,NS,CAA,TXT}"
40716,8503,currentness,100,excellent,0,{}
40717,8503,ttl_compliance,100,excellent,0,{}
40718,8503,completeness,40,degraded,0,{}
40719,8503,source_credibility,100,excellent,0,{}
40720,8503,ttl_relevance,25,degraded,5,"{AAAA,MX,TXT,A,NS}"
41306,8621,currentness,100,excellent,0,{}
41307,8621,ttl_compliance,100,excellent,0,{}
41308,8621,completeness,46.666668,degraded,0,{}
41309,8621,source_credibility,95,excellent,0,{}
41310,8621,ttl_relevance,35.714287,degraded,5,"{A,AAAA,TXT,MX,NS}"
41311,8622,currentness,100,excellent,0,{}
41312,8622,ttl_compliance,100,excellent,0,{}
41313,8622,completeness,33.333332,degraded,0,{}
41314,8622,source_credibility,100,excellent,0,{}
41315,8622,ttl_relevance,0,stale,5,"{AAAA,SOA,A,MX,NS}"
41871,8734,currentness,100,excellent,0,{}
41872,8734,ttl_compliance,100,excellent,0,{}
41873,8734,completeness,46.666668,degraded,0,{}
41874,8734,source_credibility,95,excellent,0,{}
41875,8734,ttl_relevance,28.571428,degraded,6,"{AAAA,SOA,NS,TXT,A,MX}"
41886,8737,currentness,100,excellent,0,{}
41887,8737,ttl_compliance,100,excellent,0,{}
41888,8737,completeness,46.666668,degraded,0,{}
41889,8737,source_credibility,93.75,excellent,0,{}
41890,8737,ttl_relevance,21.428572,stale,6,"{CAA,AAAA,MX,A,NS,SOA}"
42471,8854,currentness,100,excellent,0,{}
42472,8854,ttl_compliance,100,excellent,0,{}
42473,8854,completeness,40,degraded,0,{}
42474,8854,source_credibility,90,excellent,0,{}
42476,8854,ttl_relevance,16.666666,stale,6,"{MX,SOA,CAA,A,TXT,NS}"
42561,8872,currentness,100,excellent,0,{}
42562,8872,ttl_compliance,100,excellent,0,{}
37851,7930,currentness,100,excellent,0,{}
37852,7930,ttl_compliance,100,excellent,0,{}
37853,7930,completeness,40,degraded,0,{}
37854,7930,source_credibility,100,excellent,0,{}
37855,7930,ttl_relevance,0,stale,6,"{A,SOA,AAAA,MX,TXT,NS}"
37871,7934,currentness,100,excellent,0,{}
37872,7934,ttl_compliance,100,excellent,0,{}
37873,7934,completeness,40,degraded,0,{}
37874,7934,source_credibility,100,excellent,0,{}
37875,7934,ttl_relevance,0,stale,6,"{NS,MX,SOA,A,AAAA,TXT}"
37876,7935,currentness,100,excellent,0,{}
37877,7935,ttl_compliance,100,excellent,0,{}
37878,7935,completeness,40,degraded,0,{}
37879,7935,source_credibility,100,excellent,0,{}
37880,7935,ttl_relevance,0,stale,6,"{TXT,A,NS,AAAA,MX,SOA}"
37881,7936,currentness,100,excellent,0,{}
37882,7936,ttl_compliance,100,excellent,0,{}
37883,7936,completeness,40,degraded,0,{}
37884,7936,source_credibility,100,excellent,0,{}
37885,7936,ttl_relevance,0,stale,6,"{TXT,AAAA,SOA,MX,NS,A}"
37891,7938,currentness,100,excellent,0,{}
37892,7938,ttl_compliance,100,excellent,0,{}
37893,7938,completeness,40,degraded,0,{}
37894,7938,source_credibility,100,excellent,0,{}
37895,7938,ttl_relevance,0,stale,6,"{A,TXT,MX,SOA,AAAA,NS}"
37896,7939,currentness,100,excellent,0,{}
37897,7939,ttl_compliance,100,excellent,0,{}
37898,7939,completeness,40,degraded,0,{}
37899,7939,source_credibility,100,excellent,0,{}
37900,7939,ttl_relevance,0,stale,6,"{AAAA,SOA,NS,MX,TXT,A}"
37911,7942,currentness,100,excellent,0,{}
37912,7942,ttl_compliance,100,excellent,0,{}
37913,7942,completeness,40,degraded,0,{}
37914,7942,source_credibility,100,excellent,0,{}
37915,7942,ttl_relevance,0,stale,6,"{TXT,A,NS,MX,SOA,AAAA}"
37921,7944,currentness,100,excellent,0,{}
37922,7944,ttl_compliance,100,excellent,0,{}
37923,7944,completeness,40,degraded,0,{}
37924,7944,source_credibility,100,excellent,0,{}
37925,7944,ttl_relevance,0,stale,6,"{SOA,A,TXT,AAAA,NS,MX}"
37926,7945,currentness,100,excellent,0,{}
37927,7945,ttl_compliance,100,excellent,0,{}
37928,7945,completeness,40,degraded,0,{}
37929,7945,source_credibility,100,excellent,0,{}
37930,7945,ttl_relevance,0,stale,6,"{NS,AAAA,SOA,A,MX,TXT}"
37931,7946,currentness,100,excellent,0,{}
37932,7946,ttl_compliance,100,excellent,0,{}
37933,7946,completeness,40,degraded,0,{}
37934,7946,source_credibility,100,excellent,0,{}
37935,7946,ttl_relevance,0,stale,6,"{MX,TXT,NS,SOA,A,AAAA}"
37936,7947,currentness,100,excellent,0,{}
37937,7947,ttl_compliance,100,excellent,0,{}
37938,7947,completeness,46.666668,degraded,0,{}
37939,7947,source_credibility,100,excellent,0,{}
37940,7947,ttl_relevance,85.71429,good,1,{NS}
37941,7948,currentness,100,excellent,0,{}
37942,7948,ttl_compliance,100,excellent,0,{}
37943,7948,completeness,46.666668,degraded,0,{}
37944,7948,source_credibility,100,excellent,0,{}
37945,7948,ttl_relevance,78.57143,good,2,"{A,NS}"
37946,7949,currentness,100,excellent,0,{}
37947,7949,ttl_compliance,100,excellent,0,{}
37948,7949,completeness,46.666668,degraded,0,{}
37949,7949,source_credibility,90,excellent,0,{}
37950,7949,ttl_relevance,0,stale,7,"{MX,A,TXT,SOA,AAAA,CAA,NS}"
37951,7950,currentness,100,excellent,0,{}
37952,7950,ttl_compliance,100,excellent,0,{}
37953,7950,completeness,40,degraded,0,{}
37954,7950,source_credibility,100,excellent,0,{}
37955,7950,ttl_relevance,25,degraded,5,"{A,AAAA,NS,MX,TXT}"
37956,7951,currentness,100,excellent,0,{}
37957,7951,ttl_compliance,100,excellent,0,{}
37958,7951,completeness,40,degraded,0,{}
37959,7951,source_credibility,100,excellent,0,{}
37960,7951,ttl_relevance,25,degraded,5,"{NS,A,AAAA,MX,TXT}"
37961,7952,currentness,100,excellent,0,{}
37962,7952,ttl_compliance,100,excellent,0,{}
37963,7952,completeness,40,degraded,0,{}
37964,7952,source_credibility,100,excellent,0,{}
37965,7952,ttl_relevance,0,stale,6,"{MX,NS,TXT,AAAA,SOA,A}"
37966,7953,currentness,100,excellent,0,{}
37967,7953,ttl_compliance,100,excellent,0,{}
37968,7953,completeness,40,degraded,0,{}
37969,7953,source_credibility,100,excellent,0,{}
37970,7953,ttl_relevance,0,stale,6,"{SOA,MX,NS,A,AAAA,TXT}"
37976,7955,currentness,100,excellent,0,{}
37977,7955,ttl_compliance,100,excellent,0,{}
37978,7955,completeness,40,degraded,0,{}
37979,7955,source_credibility,100,excellent,0,{}
37980,7955,ttl_relevance,0,stale,6,"{NS,A,SOA,TXT,MX,AAAA}"
37996,7959,currentness,100,excellent,0,{}
37997,7959,ttl_compliance,100,excellent,0,{}
37998,7959,completeness,40,degraded,0,{}
37999,7959,source_credibility,100,excellent,0,{}
38000,7959,ttl_relevance,0,stale,6,"{TXT,AAAA,MX,A,NS,SOA}"
39306,8221,currentness,100,excellent,0,{}
39307,8221,ttl_compliance,100,excellent,0,{}
39308,8221,completeness,40,degraded,0,{}
39309,8221,source_credibility,100,excellent,0,{}
39310,8221,ttl_relevance,25,degraded,5,"{AAAA,MX,NS,TXT,A}"
39311,8222,currentness,100,excellent,0,{}
39312,8222,ttl_compliance,100,excellent,0,{}
39313,8222,completeness,33.333332,degraded,0,{}
39314,8222,source_credibility,100,excellent,0,{}
39315,8222,ttl_relevance,40,degraded,4,"{TXT,MX,A,NS}"
39331,8226,currentness,100,excellent,0,{}
39332,8226,ttl_compliance,50,adequate,0,{}
39333,8226,completeness,20,stale,0,{}
39334,8226,source_credibility,100,excellent,0,{}
39335,8226,ttl_relevance,33.333332,degraded,3,"{A,SOA,NS}"
39336,8227,currentness,100,excellent,0,{}
39337,8227,ttl_compliance,100,excellent,0,{}
39338,8227,completeness,33.333332,degraded,0,{}
39339,8227,source_credibility,100,excellent,0,{}
39340,8227,ttl_relevance,40,degraded,5,"{SOA,MX,TXT,A,NS}"
39361,8232,currentness,100,excellent,0,{}
39362,8232,ttl_compliance,100,excellent,0,{}
39363,8232,completeness,46.666668,degraded,0,{}
39365,8232,source_credibility,93.75,excellent,0,{}
39367,8232,ttl_relevance,35.714287,degraded,5,"{MX,AAAA,TXT,NS,A}"
39946,8349,currentness,100,excellent,0,{}
39947,8349,ttl_compliance,100,excellent,0,{}
39948,8349,completeness,33.333332,degraded,0,{}
39949,8349,source_credibility,100,excellent,0,{}
39950,8349,ttl_relevance,30,degraded,4,"{A,NS,MX,TXT}"
40721,8504,currentness,100,excellent,0,{}
40722,8504,ttl_compliance,50,adequate,0,{}
40723,8504,completeness,33.333332,degraded,0,{}
40724,8504,source_credibility,100,excellent,0,{}
40725,8504,ttl_relevance,10,stale,5,"{TXT,NS,MX,SOA,A}"
41326,8625,currentness,100,excellent,0,{}
41327,8625,ttl_compliance,100,excellent,0,{}
41328,8625,completeness,33.333332,degraded,0,{}
41329,8625,source_credibility,100,excellent,0,{}
41330,8625,ttl_relevance,0,stale,5,"{MX,SOA,AAAA,A,NS}"
41331,8626,currentness,100,excellent,0,{}
41332,8626,ttl_compliance,100,excellent,0,{}
41333,8626,completeness,20,stale,0,{}
41334,8626,source_credibility,100,excellent,0,{}
41335,8626,ttl_relevance,50,adequate,2,"{NS,SOA}"
41879,8735,source_credibility,93.75,excellent,0,{}
41880,8735,ttl_relevance,7.142857,stale,7,"{CAA,MX,SOA,NS,A,AAAA,TXT}"
41906,8741,currentness,100,excellent,0,{}
41907,8741,ttl_compliance,100,excellent,0,{}
41908,8741,completeness,40,degraded,0,{}
41909,8741,source_credibility,100,excellent,0,{}
41910,8741,ttl_relevance,16.666666,stale,6,"{AAAA,SOA,TXT,NS,A,MX}"
42475,8855,currentness,100,excellent,0,{}
42477,8855,ttl_compliance,100,excellent,0,{}
42478,8855,completeness,33.333332,degraded,0,{}
42479,8855,source_credibility,100,excellent,0,{}
42480,8855,ttl_relevance,50,adequate,4,"{A,TXT,NS,SOA}"
42491,8858,currentness,100,excellent,0,{}
42492,8858,ttl_compliance,100,excellent,0,{}
42493,8858,completeness,40,degraded,0,{}
42494,8858,source_credibility,100,excellent,0,{}
42495,8858,ttl_relevance,25,degraded,5,"{TXT,NS,AAAA,MX,A}"
42496,8859,currentness,100,excellent,0,{}
42497,8859,ttl_compliance,100,excellent,0,{}
42498,8859,completeness,20,stale,0,{}
42499,8859,source_credibility,100,excellent,0,{}
42500,8859,ttl_relevance,50,adequate,2,"{A,NS}"
42536,8867,currentness,100,excellent,0,{}
42537,8867,ttl_compliance,100,excellent,0,{}
37971,7954,currentness,100,excellent,0,{}
37972,7954,ttl_compliance,100,excellent,0,{}
37973,7954,completeness,40,degraded,0,{}
37974,7954,source_credibility,100,excellent,0,{}
37975,7954,ttl_relevance,0,stale,6,"{A,TXT,MX,AAAA,NS,SOA}"
37981,7956,currentness,100,excellent,0,{}
37982,7956,ttl_compliance,100,excellent,0,{}
37983,7956,completeness,40,degraded,0,{}
37984,7956,source_credibility,100,excellent,0,{}
37985,7956,ttl_relevance,0,stale,6,"{MX,AAAA,A,NS,TXT,SOA}"
37986,7957,currentness,100,excellent,0,{}
37987,7957,ttl_compliance,100,excellent,0,{}
37988,7957,completeness,33.333332,degraded,0,{}
37989,7957,source_credibility,100,excellent,0,{}
37990,7957,ttl_relevance,40,degraded,4,"{NS,TXT,MX,SOA}"
37991,7958,currentness,100,excellent,0,{}
37992,7958,ttl_compliance,100,excellent,0,{}
37993,7958,completeness,40,degraded,0,{}
37994,7958,source_credibility,100,excellent,0,{}
37995,7958,ttl_relevance,0,stale,6,"{TXT,AAAA,A,MX,SOA,NS}"
38001,7960,currentness,100,excellent,0,{}
38002,7960,ttl_compliance,100,excellent,0,{}
38003,7960,completeness,40,degraded,0,{}
38004,7960,source_credibility,100,excellent,0,{}
38005,7960,ttl_relevance,0,stale,6,"{A,TXT,MX,NS,SOA,AAAA}"
38006,7961,currentness,100,excellent,0,{}
38007,7961,ttl_compliance,100,excellent,0,{}
38008,7961,completeness,40,degraded,0,{}
38009,7961,source_credibility,100,excellent,0,{}
38010,7961,ttl_relevance,0,stale,6,"{MX,A,SOA,AAAA,NS,TXT}"
38011,7962,currentness,100,excellent,0,{}
38012,7962,ttl_compliance,100,excellent,0,{}
38013,7962,completeness,40,degraded,0,{}
38014,7962,source_credibility,100,excellent,0,{}
38015,7962,ttl_relevance,0,stale,6,"{NS,AAAA,MX,A,SOA,TXT}"
38016,7963,currentness,100,excellent,0,{}
38017,7963,ttl_compliance,100,excellent,0,{}
38018,7963,completeness,33.333332,degraded,0,{}
38019,7963,source_credibility,100,excellent,0,{}
38020,7963,ttl_relevance,60,adequate,4,"{NS,A,SOA,TXT}"
38021,7964,currentness,100,excellent,0,{}
38022,7964,ttl_compliance,100,excellent,0,{}
38023,7964,completeness,33.333332,degraded,0,{}
38024,7964,source_credibility,100,excellent,0,{}
38025,7964,ttl_relevance,40,degraded,5,"{NS,MX,TXT,SOA,A}"
38026,7965,currentness,100,excellent,0,{}
38027,7965,ttl_compliance,100,excellent,0,{}
38028,7965,completeness,40,degraded,0,{}
38029,7965,source_credibility,95,excellent,0,{}
38030,7965,ttl_relevance,8.333333,stale,6,"{MX,SOA,A,NS,TXT,CAA}"
38031,7966,currentness,100,excellent,0,{}
38032,7966,ttl_compliance,100,excellent,0,{}
38033,7966,completeness,40,degraded,0,{}
38034,7966,source_credibility,95,excellent,0,{}
38035,7966,ttl_relevance,25,degraded,6,"{CAA,A,NS,SOA,MX,TXT}"
38036,7967,currentness,100,excellent,0,{}
38037,7967,ttl_compliance,100,excellent,0,{}
38038,7967,completeness,40,degraded,0,{}
38039,7967,source_credibility,100,excellent,0,{}
38040,7967,ttl_relevance,0,stale,6,"{SOA,MX,A,NS,AAAA,TXT}"
38041,7968,currentness,100,excellent,0,{}
38042,7968,ttl_compliance,100,excellent,0,{}
38043,7968,completeness,40,degraded,0,{}
38044,7968,source_credibility,100,excellent,0,{}
38045,7968,ttl_relevance,0,stale,6,"{TXT,NS,MX,AAAA,SOA,A}"
38046,7969,currentness,100,excellent,0,{}
38047,7969,ttl_compliance,100,excellent,0,{}
38048,7969,completeness,40,degraded,0,{}
38049,7969,source_credibility,100,excellent,0,{}
38050,7969,ttl_relevance,0,stale,6,"{NS,TXT,MX,A,SOA,AAAA}"
38051,7970,currentness,100,excellent,0,{}
38052,7970,ttl_compliance,100,excellent,0,{}
38053,7970,completeness,40,degraded,0,{}
38054,7970,source_credibility,100,excellent,0,{}
38055,7970,ttl_relevance,0,stale,6,"{SOA,AAAA,NS,TXT,A,MX}"
38056,7971,currentness,100,excellent,0,{}
38057,7971,ttl_compliance,100,excellent,0,{}
38058,7971,completeness,13.333333,stale,0,{}
38059,7971,source_credibility,95,excellent,0,{}
38060,7971,ttl_relevance,0,stale,2,"{AAAA,A}"
38061,7972,currentness,100,excellent,0,{}
38062,7972,ttl_compliance,100,excellent,0,{}
38063,7972,completeness,46.666668,degraded,0,{}
38064,7972,source_credibility,95,excellent,0,{}
38065,7972,ttl_relevance,35.714287,degraded,5,"{TXT,MX,AAAA,NS,A}"
38066,7973,currentness,100,excellent,0,{}
38067,7973,ttl_compliance,100,excellent,0,{}
38068,7973,completeness,40,degraded,0,{}
38069,7973,source_credibility,100,excellent,0,{}
38070,7973,ttl_relevance,0,stale,6,"{AAAA,MX,TXT,A,NS,SOA}"
38071,7974,currentness,100,excellent,0,{}
38072,7974,ttl_compliance,100,excellent,0,{}
38073,7974,completeness,40,degraded,0,{}
38074,7974,source_credibility,100,excellent,0,{}
38075,7974,ttl_relevance,0,stale,6,"{A,SOA,AAAA,MX,TXT,NS}"
38076,7975,currentness,100,excellent,0,{}
38077,7975,ttl_compliance,100,excellent,0,{}
38078,7975,completeness,40,degraded,0,{}
38079,7975,source_credibility,100,excellent,0,{}
38080,7975,ttl_relevance,0,stale,6,"{A,AAAA,SOA,MX,TXT,NS}"
38091,7978,currentness,100,excellent,0,{}
38092,7978,ttl_compliance,100,excellent,0,{}
38093,7978,completeness,40,degraded,0,{}
38094,7978,source_credibility,100,excellent,0,{}
38095,7978,ttl_relevance,0,stale,6,"{A,AAAA,MX,SOA,NS,TXT}"
38111,7982,currentness,100,excellent,0,{}
38112,7982,ttl_compliance,100,excellent,0,{}
38113,7982,completeness,40,degraded,0,{}
38114,7982,source_credibility,100,excellent,0,{}
38115,7982,ttl_relevance,0,stale,6,"{SOA,MX,TXT,NS,AAAA,A}"
38116,7983,currentness,100,excellent,0,{}
38117,7983,ttl_compliance,100,excellent,0,{}
38118,7983,completeness,40,degraded,0,{}
38119,7983,source_credibility,100,excellent,0,{}
38120,7983,ttl_relevance,0,stale,6,"{NS,SOA,AAAA,A,MX,TXT}"
39326,8225,currentness,100,excellent,0,{}
39327,8225,ttl_compliance,100,excellent,0,{}
39328,8225,completeness,46.666668,degraded,0,{}
39329,8225,source_credibility,95,excellent,0,{}
39330,8225,ttl_relevance,35.714287,degraded,5,"{TXT,MX,AAAA,A,NS}"
39351,8230,currentness,100,excellent,0,{}
39352,8230,ttl_compliance,100,excellent,0,{}
39353,8230,completeness,33.333332,degraded,0,{}
39354,8230,source_credibility,100,excellent,0,{}
39355,8230,ttl_relevance,40,degraded,5,"{MX,SOA,A,TXT,NS}"
39951,8350,currentness,100,excellent,0,{}
39952,8350,ttl_compliance,100,excellent,0,{}
39953,8350,completeness,33.333332,degraded,0,{}
39954,8350,source_credibility,100,excellent,0,{}
39955,8350,ttl_relevance,80,good,1,{NS}
41336,8627,currentness,100,excellent,0,{}
41337,8627,ttl_compliance,100,excellent,0,{}
41338,8627,completeness,33.333332,degraded,0,{}
41339,8627,source_credibility,100,excellent,0,{}
41340,8627,ttl_relevance,80,good,1,{NS}
41900,8739,ttl_relevance,21.428572,stale,7,"{A,AAAA,MX,TXT,NS,CAA,SOA}"
42481,8856,currentness,100,excellent,0,{}
42482,8856,ttl_compliance,100,excellent,0,{}
42483,8856,completeness,20,stale,0,{}
42484,8856,source_credibility,100,excellent,0,{}
42485,8856,ttl_relevance,50,adequate,2,"{A,NS}"
42511,8862,currentness,100,excellent,0,{}
42512,8862,ttl_compliance,100,excellent,0,{}
42513,8862,completeness,33.333332,degraded,0,{}
42514,8862,source_credibility,100,excellent,0,{}
42515,8862,ttl_relevance,80,good,2,"{SOA,NS}"
42551,8870,currentness,100,excellent,0,{}
42552,8870,ttl_compliance,100,excellent,0,{}
42553,8870,completeness,33.333332,degraded,0,{}
42554,8870,source_credibility,100,excellent,0,{}
42555,8870,ttl_relevance,30,degraded,5,"{A,NS,AAAA,SOA,TXT}"
42586,8877,currentness,100,excellent,0,{}
42587,8877,ttl_compliance,100,excellent,0,{}
42588,8877,completeness,33.333332,degraded,0,{}
42589,8877,source_credibility,95,excellent,0,{}
42590,8877,ttl_relevance,50,adequate,3,"{NS,SOA,A}"
43026,8965,currentness,100,excellent,0,{}
43027,8965,ttl_compliance,100,excellent,0,{}
43028,8965,completeness,33.333332,degraded,0,{}
43029,8965,source_credibility,100,excellent,0,{}
43030,8965,ttl_relevance,40,degraded,5,"{A,NS,TXT,SOA,MX}"
43036,8967,currentness,100,excellent,0,{}
43037,8967,ttl_compliance,100,excellent,0,{}
43038,8967,completeness,33.333332,degraded,0,{}
38081,7976,currentness,100,excellent,0,{}
38082,7976,ttl_compliance,100,excellent,0,{}
38083,7976,completeness,40,degraded,0,{}
38084,7976,source_credibility,100,excellent,0,{}
38085,7976,ttl_relevance,0,stale,6,"{A,NS,SOA,TXT,AAAA,MX}"
39356,8231,currentness,100,excellent,0,{}
39357,8231,ttl_compliance,100,excellent,0,{}
39358,8231,completeness,46.666668,degraded,0,{}
39359,8231,source_credibility,93.75,excellent,0,{}
